hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
wirecard,2188,456,305,954,56,214,203
ich,803,119,105,464,7,61,47
bafin,632,170,128,197,8,30,99
cumex,442,94,102,195,13,30,8
scholz,352,129,70,94,14,15,30
untersuchungsausschuss,273,146,33,56,2,24,12
geldwäsche,242,36,80,102,5,10,9
warburg,172,46,19,100,2,2,3
marsalek,164,11,15,120,0,13,5
ua,164,94,36,1,0,33,0
ex,162,17,16,107,1,16,5
mein,155,52,21,58,0,12,12
ey,151,32,17,46,1,34,21
skandal,150,32,34,54,5,4,21
frage,144,50,24,50,0,15,5
bank,130,18,31,74,0,3,4
und,125,13,35,50,8,14,5
aber,125,10,24,78,3,7,3
bmf,120,55,26,26,2,3,8
ausschuss,116,7,42,56,1,7,3
fiu,115,23,14,61,1,0,16
mal,105,31,16,38,2,12,6
leerverkaufsverbot,103,40,27,20,1,12,3
zeuge,96,59,7,10,1,10,9
was,95,16,19,37,4,12,7
jahr,94,7,26,46,0,8,7
olaf,94,34,18,26,6,5,5
finanzaufsicht,93,11,29,38,0,6,9
bundestag,92,15,17,47,3,4,6
braun,90,15,9,56,0,8,2
thema,88,31,11,39,3,0,4
sein,84,16,18,38,2,8,2
auch,80,20,13,34,0,7,6
heute,79,33,19,14,3,2,8
uhr,79,29,5,30,1,3,11
the,78,1,8,64,0,5,0
zeugen,77,54,6,8,0,7,2
staatsanwaltschaft,76,12,10,40,1,11,2
spd,75,39,13,10,8,3,2
lassen,75,17,12,32,0,7,7
wenn,75,8,11,30,3,12,11
pua,74,3,5,37,2,2,25
herr,73,3,15,46,1,7,1
dpr,73,38,10,13,0,3,9
hufeld,73,7,9,43,1,2,11
im,70,16,10,27,1,8,8
chef,69,9,14,26,0,12,8
jetzt,69,10,19,18,1,15,6
stehen,68,20,14,22,2,7,3
bei,66,21,12,21,0,5,7
rollen,65,4,16,29,1,6,9
haben,64,24,14,22,0,0,4
deutschland,63,1,14,32,2,4,10
aufklärung,62,22,21,13,0,4,2
stellen,61,15,14,24,0,4,4
wichtig,61,9,13,27,0,3,9
guttenberg,60,3,13,22,0,20,2
fall,60,8,12,13,1,9,17
ein,59,9,11,22,1,11,5
fragen,59,30,7,15,0,2,5
wie,57,9,11,27,1,2,7
zeigen,57,12,14,13,0,5,13
woche,57,14,12,20,0,5,6
halten,57,12,15,20,0,3,7
da,57,12,7,25,1,8,4
in,56,6,7,36,0,3,4
aufsicht,55,11,20,13,0,6,5
warum,55,4,19,23,1,5,3
commerzbank,55,8,10,32,1,3,1
wer,54,6,10,30,1,1,6
problem,54,4,7,32,1,5,5
geben,54,6,7,26,1,7,7
sprechen,54,11,2,26,0,9,6
brauchen,54,4,19,20,1,4,6
verantwortung,53,20,18,7,1,1,6
bleiben,53,17,13,15,0,2,6
2019,53,17,8,21,0,5,2
berichten,52,19,4,22,0,3,4
antwort,52,13,10,26,0,1,2
frau,52,8,8,29,1,2,4
zuständig,51,19,16,8,1,5,2
arbeit,51,8,15,19,3,3,3
unternehmen,51,14,9,14,0,8,6
treffen,51,13,5,29,0,2,2
kollege,51,27,2,15,1,6,0
cdu,50,12,4,26,1,7,0
hinweisen,50,3,11,21,0,2,13
bundesregierung,50,0,10,32,0,2,6
finden,50,3,11,22,1,8,5
nicht,50,19,11,16,0,1,3
de,49,2,0,47,0,0,0
anfragen,49,3,10,35,0,1,0
leute,48,3,7,34,1,3,0
geld,47,4,12,24,0,1,6
masi,46,1,0,45,0,0,0
mit,46,4,6,24,3,5,4
of,46,0,1,42,0,2,1
kukies,46,14,10,6,0,2,14
versagen,45,15,16,7,1,1,5
to,45,0,2,39,0,4,0
aussage,45,12,12,9,0,3,9
sehen,45,5,11,15,0,9,5
sich,45,9,4,28,0,2,2
markus,45,0,3,38,0,4,0
roegele,44,8,4,27,1,2,2
deutsch,44,2,13,21,1,3,4
befragung,43,6,12,12,0,6,7
bundesbank,43,10,7,18,0,8,0
erklären,43,2,12,18,1,3,7
mitarbeiter,43,9,7,12,0,5,10
offenbaren,43,6,9,23,0,5,0
gerne,43,20,1,19,0,0,3
enden,42,12,10,13,1,4,2
hr,42,0,0,42,0,0,0
zeit,42,5,12,17,1,4,3
sta,42,17,12,1,0,3,9
politik,42,7,8,22,1,2,2
klaren,41,5,8,15,1,3,9
teilen,41,9,13,12,0,3,4
ziehen,41,8,11,13,0,2,7
behörde,41,3,13,15,0,2,8
hamburg,41,8,5,23,4,1,0
compliance,41,12,7,12,1,5,4
münchen,41,7,8,13,0,11,2
hier,40,8,7,13,2,2,8
finanzministerium,40,11,2,22,2,0,3
nach,40,15,8,7,0,2,8
handeln,40,9,11,11,1,3,5
reden,39,4,6,22,4,1,2
wissen,39,6,11,13,0,6,3
tagen,39,10,2,18,0,8,1
finanzminister,39,4,6,16,2,1,10
letzt,39,10,6,14,0,4,5
genau,38,7,13,9,0,7,2
wg,38,7,1,30,0,0,0
bekommen,38,4,4,24,0,4,2
2020,38,4,8,21,0,3,2
hören,38,11,6,13,0,5,3
stunde,38,16,5,11,0,4,2
man,38,5,5,18,1,4,5
erinnern,38,12,6,16,1,3,0
ernst,37,12,8,11,0,3,3
minister,37,11,3,11,2,4,6
sichern,37,5,3,22,0,3,4
so,37,3,7,18,3,3,3
für,37,8,6,16,0,5,2
gut,36,9,11,3,0,8,5
merkel,36,2,10,10,2,7,5
fehler,36,5,11,12,1,2,5
öffentlich,36,4,4,18,0,7,3
spielen,36,1,5,20,0,6,4
liegen,35,13,7,7,3,0,5
zeugin,35,19,4,4,0,7,1
csu,35,0,6,15,0,14,0
ceo,35,4,4,25,0,2,0
laufen,35,4,7,16,2,1,5
österreich,34,0,0,22,0,11,1
weg,34,7,4,14,3,6,0
spannen,34,5,12,9,3,2,3
schreiben,34,2,7,23,0,2,0
verhindern,34,13,3,9,0,2,7
banken,34,4,5,14,0,7,4
vernehmung,33,27,1,3,0,1,1
kennen,33,8,6,15,0,1,3
prüfen,33,8,10,12,0,0,3
kanzleramt,33,3,4,14,2,5,5
euro,33,6,6,15,1,3,2
politisch,33,3,9,12,1,3,5
fisg,33,24,3,0,0,2,4
million,33,8,11,10,0,3,1
bitcoin,32,0,1,29,0,0,2
schützen,32,6,3,18,0,2,3
monat,32,7,7,13,1,3,1
journalist,32,8,6,16,1,0,1
10,32,4,9,10,1,7,1
union,32,11,4,11,0,4,2
eigentlich,32,5,6,11,2,4,4
triell,32,16,7,5,1,3,0
bestätigen,31,10,3,12,1,3,2
herrn,31,3,3,20,1,3,1
rein,31,19,1,2,0,5,4
scheinen,31,0,8,12,1,9,1
morgen,31,19,3,6,0,1,2
lässt,31,4,4,13,0,7,3
als,31,11,5,9,1,4,1
verstehen,31,6,7,10,0,4,4
nächst,31,10,7,9,0,1,4
kriminell,31,5,8,14,0,2,2
kanzlerin,31,0,5,14,2,5,5
neu,30,6,3,12,0,5,4
etc,30,18,6,3,1,2,0
and,30,0,2,25,0,3,0
dass,30,3,7,11,0,3,6
nehmen,30,3,4,15,1,1,6
eine,30,5,3,13,1,4,4
recht,30,4,9,13,0,1,3
wirtschaftsprüfer,30,3,8,7,0,11,1
bericht,30,2,8,14,0,2,4
können,30,8,1,15,0,0,6
cum,30,9,2,15,1,0,3
razzia,30,11,3,12,1,1,2
laut,29,3,3,19,0,3,1
präsident,29,14,2,4,1,5,3
vorwurf,29,5,5,11,1,2,5
politische,29,6,8,7,0,0,8
gespräch,29,8,3,14,0,4,0
aktie,29,3,3,20,0,3,0
auf,29,5,12,10,0,1,1
30,29,13,3,9,1,3,0
groß,29,1,6,12,0,5,5
am,29,9,3,8,1,7,1
konsequenz,28,4,13,5,0,0,6
sagen,28,7,3,12,1,4,1
abgeordnete,28,1,5,16,2,3,1
bringen,28,3,11,7,3,2,2
meine,28,4,5,15,1,3,0
20,28,9,6,9,0,1,3
geschäft,28,3,7,12,0,3,3
lvv,28,7,7,9,0,0,5
erkenntnis,28,6,9,9,0,2,2
china,28,3,2,21,0,0,2
branson,28,3,6,11,0,6,2
dokument,28,6,6,10,0,3,3
tragen,28,12,9,1,0,1,5
dr,28,15,3,8,1,1,0
ag,27,5,6,14,0,2,0
kritisch,27,3,9,13,0,0,2
